"id","name","code"
11583,"Erzurum Airport","ERZ"
11584,"Getafe","ES1"
11585,"Esa'ala Airport","ESA"
11586,"Esenboga","ESB"
11587,"Delta County","ESC"
11588,"Orcas Island","ESD"
11589,"Ensenada Airport","ESE"
11590,"Esler Regional","ESF"
11591,"Coronel Carlos Concha Torres","ESM"
11592,"Easton Municipal","ESN"
11593,"Stroudsburg Pocono","ESP"
11594,"Ricardo Garcia Posada","ESR"
11595,"Essen Airport","ESS"
11596,"Eilat Airport","ETH"
11597,"Eastland Municipal","ETN"
11598,"Enterprise Municipal","ETS"
11599,"Metz Nancy Lorraine","ETZ"
11600,"Eua Airport","EUA"
11601,"Eureka Airport","EUE"
11602,"Weedon Field","EUF"
11603,"Mahlon Sweet Field","EUG"
11604,"El Aaiun Airport","EUN"
11605,"F.D. Roosevelt","EUX"
11606,"Eva Creek Airport","EVC"
11607,"Evenes Airport","EVE"
11608,"Sveg Airport","EVG"
11609,"Eveleth Virginia Municipal","EVM"
11610,"Zvartnots","EVN"
11612,"Evansville Dress Regional","EVV"
11613,"Evanston-Uinta County Burns Field","EVW"
11614,"Evereaux Fauville","EVX"
11615,"New Bedford Regional","EWB"
11616,"Newton City County","EWK"
11617,"Coastal Carolina Regional","EWN"
11618,"Newark Liberty International","EWR"
11619,"Excursion","EXI"
11620,"Exeter Airport","EXT"
11621,"George Town Airport","EXU"
11622,"Yelimane Airport","EYL"
11623,"El Yopal Airport","EYP"
11624,"Key West International","EYW"
11625,"Ministro Pistarini","EZE"
11626,"Elazig Airport","EZS"
11627,"French Valley","F70"
11628,"Farnborough Airport","FAB"
11629,"Vagar","FAE"
11630,"Fairbanks International","FAI"
11631,"Diego Jimenez Torres","FAJ"
11632,"False Island Airport","FAK"
11633,"Falcon State Park","FAL"
11634,"Farmington Regional","FAM"
11635,"Lista","FAN"
11636,"Faro Airport","FAO"
11637,"Hector Field","FAR"
11638,"Fresno Air Terminal","FAT"
11639,"Fairmount Island Airport","FAU"
11640,"Fakarava Airport","FAV"
11641,"Fayetteville Regional/Grannis Field","FAY"
11642,"Simmons AAF","FBG"
11643,"Ft. Wainwright AAF","FBK"
11644,"Lubumbashi International","FBM"
11645,"Fort Bridger Airport","FBR"
11646,"Friday Harbor Seaplane Base","FBS"
11647,"Fornebu","FBU"
11648,"Glacier Park International","FCA"
11649,"Chandler Downtown","FCH"
11650,"Flying Cloud","FCM"
11651,"Fiumicino","FCO"
11652,"Butts AAF","FCS"
11653,"Forde Airport","FDE"
11654,"Le Lamentin","FDF"
11655,"Friedrichshafen Airport","FDH"
11656,"Frederick Municipal","FDK"
11657,"Frederick Municipal","FDR"
11658,"Bandundu Airport","FDU"
11659,"Findlay Airport","FDY"
11660,"Fergana Airport","FEG"
11661,"Fernando de Noronha Airport","FEN"
11662,"Albertus","FEP"
11663,"Fremont Municipal","FET"
11664,"Francis E. Warren AFB Heliport","FEW"
11665,"Saiss","FEZ"
11666,"RAF Fairford","FFD"
11667,"Fergus Falls Municipal-Einar Mickelson Field","FFM"
11668,"Wright-Patterson AFB","FFO"
11669,"Capital City","FFT"
11670,"Fderik Airport","FGD"
11671,"Fagali I","FGI"
11673,"Libby AAF/Sierra Vista Municipal","FHU"
11674,"Fire Cove Airport","FIC"
11675,"Elizabeth Field","FID"
11676,"N'Djili International","FIH"
11677,"Fillmore Airport","FIL"
11678,"Finschhafen Airport","FIN"
11679,"Fitzroy Crossing Airport","FIZ"
11680,"Fujairah International","FJR"
11681,"Baden Baden","FKB"
11682,"Bangoka International","FKI"
11683,"Fukui Airport","FKJ"
11684,"Venango Regional","FKL"
11685,"Fukushima Airport","FKS"
11686,"Zephyrhills Municipal","FL1"
11687,"Valkaria Airport","FL2"
11688,"Vosikas","FL3"
11689,"Flagler County","FL4"
11690,"Williston Municipal","FL5"
11691,"Gustavo Artunduaga Paredes","FLA"
11692,"Floriano Airport","FLB"
11693,"Fond Du Lac County","FLD"
11694,"Flensburg Schaeferhaus","FLF"
11695,"Flagstaff Pulliam","FLG"
11696,"Falls Bay Airport","FLJ"
11697,"Fort Lauderdale-Hollywood International","FLL"
11698,"Hercilio Luz","FLN"
11699,"Florence Regional","FLO"
11700,"Firenze","FLR"
11701,"Flinders Island Airport","FLS"
11702,"Flat Airport","FLT"
11703,"Flushing","FLU"
11704,"Sherman AAF","FLV"
11705,"Flores","FLW"
11706,"Fallon Municipal","FLX"
11707,"Formosa Airport","FMA"
11708,"Five Mile Camp Airport","FMC"
11709,"Cape Cod CGAS","FMH"
11710,"Kalemie Airport","FMI"
11711,"Four Corners Regional","FMN"
11712,"Muenster Osnabrueck","FMO"
11713,"Fort Madison Municipal","FMS"
11714,"Page Field","FMY"
11715,"Freetown Lungi","FNA"
11716,"Funchal Airport","FNC"
11717,"Garons","FNI"
11718,"Pyongyang International","FNJ"
11719,"Fort Collins-Loveland Municipal","FNL"
11720,"Funter Bay","FNR"
11721,"Bishop International","FNT"
11723,"Fort Bragg Airport","FOB"
11724,"Changle","FOC"
11725,"Fort Dodge Regional","FOD"
11726,"Forbes AFB","FOE"
11727,"Foggia Airport","FOG"
11728,"Francis S. Gabreski","FOK"
11730,"Pinto Martins International","FOR"
11731,"Bah Freeport International","FPO"
11732,"St Lucie County International","FPR"
11733,"Perry-Foley","FPY"
11734,"Patching Lake Airport","FQA"
11735,"San Nicolas Island NOLF","FQB"
11736,"Lilly Lake","FQC"
11737,"Trident Volcano","FQD"
11738,"Annex Creek Airport","FQE"
11739,"Davidson Creek Airport","FQF"
11740,"Snettisham Airport","FQG"
11741,"Fire Island Airport","FQH"
11742,"Georgetown Scott County - Marshall Field","FQI"
11743,"Greens Creek Airport","FQJ"
11744,"Gull Cove Airport","FQK"
11745,"Flora Municipal","FQL"
11747,"Karta Lake Airport","FQN"
11748,"Manzanita Lake Airport","FQO"
11749,"Shrimp Bay Airport","FQP"
11750,"Dry Bay Airport","FQQ"
11751,"Josephine Lake Airport","FQR"
11754,"Libby Airport","FQU"
11755,"Volcano Bay Airport","FQV"
11756,"Fort Glenn Airport","FQW"
11757,"Babe Islands Airport","FQX"
11758,"Kahli Cove Airport","FQY"
11760,"Frankfurt International","FRA"
11761,"Franca Airport","FRC"
11762,"Friday Harbor Airport","FRD"
11763,"Rhein Main AFB","FRF"
11764,"Republic","FRG"
11765,"Forli Airport","FRL"
11766,"Fairmont Municipal","FRM"
11767,"Floro Airport","FRO"
11768,"Fresh Water Bay Airport","FRP"
11769,"Front Royal-Warren County","FRR"
11770,"Flores Airport","FRS"
11771,"Manas","FRU"
11772,"Francistown Airport","FRW"
11773,"Eastern Slopes Regional","FRY"
11774,"Figari Sud Corse","FSC"
11775,"Joe Foss Field","FSD"
11776,"Henry Post AAF","FSI"
11777,"Fort Scott Municipal","FSK"
11778,"Fort Smith Regional","FSM"
11779,"Saint Pierre","FSP"
11780,"Fort Stockton Pecos County","FST"
11781,"Shizuoka Airport","FSZ"
11782,"Fort Collins Airpark","FTC"
11783,"El Calafate Airport","FTE"
11784,"Colorado Air and Space Port","FTG"
11785,"Godman AAF","FTK"
11786,"Fortuna Ledge Airport","FOA"
11787,"Fort Dauphin Airport","FTU"
11788,"Fort Victoria Airport","FTV"
11789,"Fort Worth Meacham International","FTW"
11790,"Fulton County Airport-Brown Field","FTY"
11791,"Fuerteventura Airport","FUE"
11792,"Fukue Airport","FUJ"
11793,"Fukuoka Airport","FUK"
11794,"Fullerton Municipal","FUL"
11795,"Funafuti International","FUN"
11796,"Futuna","FUT"
11797,"Osprey Lodge Airport","FVA"
11798,"Baledogle Airport","FVB"
11799,"Baikonour Airport","FVC"
11800,"Sonora Municipal","FVD"
11801,"Fallbrook Community Airpark","FVE"
11802,"Hagadera","FVF"
11803,"Wickenburg Municipal","FVG"
11804,"Othello Municipal","FVH"
11805,"Byerley","FVI"
11806,"Amberley Airport","FVJ"
11810,"Big Sky Field","FVN"
11811,"Aurora State","FVO"
11812,"Gansner Field","FVP"
11813,"Donlin Creek Airport","FVQ"
11814,"Three Forks Airport","FVR"
11815,"Rexburg-Madison County","FVS"
11816,"Latacunga Airport","FVT"
11817,"Las Palmas Airport","FVU"
11818,"Kern Valley","FVV"
11819,"Golden Creek Mine Airport","FVW"
11820,"Grace Harbor Airport","FVX"
11821,"Unuk River Airport","FVY"
11822,"Inigok","FVZ"
11823,"Fort Wayne International","FWA"
11824,"Carswell AFB","FWH"
11825,"Farewell Airport","FWL"
11826,"Fort Worth Spinks","FWS"
11827,"Fort Lauderdale Executive","FXE"
11828,"Bullen Point AFS","A35"
11829,"Nova Freixo Airport","FXO"
11830,"Frankfort Clinton County Regional","FXR"
11831,"Forest City Municipal","FXY"
11832,"Faya-Largeau Airport","FYT"
11833,"Fort Yukon Airport","FYU"
11834,"Drake Field","FYV"
11835,"Bristol Filton","FZO"
11836,"Barwick Lafayette","GA1"
11837,"West Georgia Regional - O V Gray Field","GA2"
11838,"Newnan Coweta County","GA3"
11839,"Gracias Airport","GAC"
11840,"Gadsen Municipal","GAD"
11841,"Matmata","GAE"
11842,"Montgomery County Airpark","GAI"
11843,"Yamagata Airport","GAJ"
11844,"Edward G. Pitka Sr.","GAL"
11845,"Gambell Airport","GAM"
11846,"Gan International","GAN"
11847,"Los Canos","GAO"
11848,"Gao Airport","GAQ"
11849,"Garaina Airport","GAR"
11850,"Gap Tallard","GAT"
11851,"Guwahati International","GAU"
11852,"Gangaw Airport","GAW"
11853,"Gaya Airport","GAY"
11854,"Wattisham","GB1"
11855,"Goose Bay AAF","GBA"
11856,"Great Bend Municipal","GBD"
11857,"Gaborone Airport","GBE"
11858,"Galesburg Municipal","GBG"
11859,"Galbraith Lake Airport","GBH"
11860,"Marie Galante Airport","GBJ"
11861,"Gbangbatok Airport","GBK"
11862,"Great Barrington Airport","GBR"
11863,"Khashm El Girba Airport","GBU"
11864,"Guacamayas Airport","GCA"
11865,"Gillette Campbell County","GCC"
11866,"Guernsey Airport","GCI"
11867,"Garden City Municipal","GCK"
11868,"Owen Roberts International","GCM"
11869,"Grand Canyon National Park","GCN"
11870,"Municipal","GCY"
11871,"Donaldson Center","GDC"
11872,"Gode Airport","GDE"
11873,"Golden Horn Lodge Seaplane Base","GDH"
11874,"Don Miguel Hidalgo International","GDL"
11875,"Gardner Municipal","GDM"
11876,"Gdansk Airport","GDN"
11877,"Gondar Airport","GDQ"
11878,"Grand Turk International","GDT"
11879,"Dawson Community","GDV"
11880,"Gladwin Zettel Memorial","GDW"
11881,"Magadan Airport","GDX"
11882,"Magenta","GEA"
11883,"Delaware Coastal","GED"
11884,"Spokane International","GEG"
11885,"Ganes Creek Airport","GEK"
11886,"Aeroporto Regional Sepe Tiaraju","GEL"
11887,"Gardermoen","GEN"
11888,"Cheddi Jagan International","GEO"
11889,"Rafael Cabrera","GER"
11890,"General Santos Airport","GES"
11891,"Geraldton Airport","GET"
11892,"Gallivare Airport","GEV"
11893,"South Big Horn County","GEY"
11894,"Shelbyville Municipal","GEZ"
11895,"Malmstrom AFB Heliport","GFA"
11896,"Togiak Fish Airport","GFB"
11897,"Griffith Airport","GFF"
11898,"Grand Forks International","GFK"
11899,"Floyd Bennett Memorial","GFL"
11900,"Grafton Airport","GFN"
11901,"Bartica Airport","GFO"
11902,"Granville Mont Saint Michel","GFR"
11903,"Grootfontein Airport","GFY"
11904,"Georgetown County","GGE"
11905,"East Texas Regional","GGG"
11906,"Gagnoa Airport","GGN"
11907,"Exuma International","GGT"
11908,"Wokal Field Glasgow Valley County","GGW"
11909,"Ghardaia Airport","GHA"
11910,"Eleuthera Nalf","GHB"
11911,"Great Harbour Cay Airport","GHC"
11912,"Ghat Airport","GHT"
11913,"Gualeguaychu Airport","GHU"
11914,"Gibraltar Airport","GIB"
11915,"Galeao Antonio Carlos Jobim","GIG"
11916,"Gilgit Airport","GIL"
11917,"Gisborne Airport","GIS"
11918,"Gizan Saudia Arabia","GIZ"
11919,"Guanaja","GJA"
11920,"Guajara Mirim","GJM"
11921,"Grand Junction Regional","GJT"
11922,"Goroka Airport","GKA"
11923,"Bonnie Doon","GKL"
11924,"Gulkana Airport","GKN"
11926,"Station Nord Airport","GL1"
11927,"Hyde Fjord Ice Strip","GL2"
11928,"Glasgow Airport","GLA"
11929,"Renner Field","GLD"
11930,"Golfito Airport","GLF"
11931,"Greenville Mid Delta","GLH"
11932,"Glen Innes Airport","GLI"
11933,"Gaalkacyo","GLK"
11934,"Glenormiston Airport","GLM"
11935,"Goulimime Airport","GLN"
11936,"Gloucestershire","GLO"
11937,"Glennallen Airport","GLQ"
11938,"Gaylord Regional","GLR"
11939,"Scholes Field","GLS"
11940,"Gladstone Airport","GLT"
11941,"Golovin Airport","GLV"
11942,"Glasgow Municipal","GLW"
11943,"Gemena Airport","GMA"
11944,"Guerima Airport","GMC"
11945,"Gimpo International","GMP"
11946,"Granite Mountain AFS","GMT"
11947,"Greenville Downtown","GMU"
11948,"Hrodna Airport","GNA"
11949,"Grenoble Alpes Isere","GNB"
11950,"Maurice Bishop International","GND"
11951,"General Roca Airport","GNR"
11952,"Goodnews","GNU"
11953,"Gainesville Regional","GNV"
11954,"Genova/Sestri","GOA"
11955,"Goba Airport","GOB"
11956,"Nuuk Airport","GOH"
11957,"Goa Airport","DBL"
11958,"Nizhny Novgorod","GOJ"
11959,"Gold Beach Municipal","GOL"
11960,"Goma Airport","GOM"
11961,"Groton-New London","GON"
11962,"Goondiwindi Airport","GOO"
11963,"Gorakhpur Airport","GOP"
11964,"Gore Airport","GOR"
11965,"Gosford Airport","GOS"
11966,"Landvetter","GOT"
11967,"Garoua Airport","GOU"
11968,"Gove Airport","GOV"
11969,"Gorna Oryahovitsa Airport","GOZ"
11970,"Guapi Airport","GPI"
11971,"Grand Prairie Municipal","GPM"
11972,"Baltra","GPS"
11973,"Gulfport-Biloxi International","GPT"
11974,"Grand Rapids/Itasca County-Gordon Newstrom Field","GPZ"
11975,"Horning","GQQ"
11976,"Gamarra East","GRA"
11977,"Austin Straubel International","GRB"
11978,"Greenwood County","GRD"
11979,"Gray AAF","GRF"
11980,"Central Nebraska Regional","GRI"
11981,"George Airport","GRJ"
11982,"Robert Gray AAF","GRK"
11983,"Gerona Costa Brava","GRO"
11984,"Gurupi Airport","GRP"
11985,"Eelde","GRQ"
11986,"Gerald R. Ford International","GRR"
11987,"Grosseto Airport","GRS"
11988,"Guarulhos Gov Andre Franco Montoro","GRU"
11989,"Graciosa Island Airport","GRW"
11990,"Granada Airport","GRX"
11991,"Graz Airport","GRZ"
11992,"Seymour Johnson AFB","GSB"
11993,"Gothenburg City","GSE"
11994,"Goshen Municipal","GSH"
11995,"Piedmont Triad International","GSO"
11996,"Greenville-Spartanburg","GSP"
11997,"Gustavus Airport","GST"
11999,"Greater Southwest International","GSW"
12000,"San Jose Airport","GT1"
12001,"Genting Airport","GTB"
12002,"Groote Eylandt","GTE"
12003,"Great Falls International","GTF"
12004,"Sungei Tekai Airport","GTK"
12005,"Glentanner","GTN"
12006,"Djalaluddin","GTO"
12007,"Golden Triangle Regional","GTR"
12008,"Georgetown Exec","GTU"
12009,"Holesov","GTW"
12010,"La Aurora","GUA"
12011,"Guerrero Negro Airport","GUB"
12012,"Gunnison-Crested Butte Regional","GUC"
12013,"Goundam Airport","GUD"
12014,"Gunnedah Airport","GUH"
12015,"Almirante Cristobal Colon","GUI"
12016,"Agana Field","GUM"
12017,"Gualaco Airport","GUO"
12018,"Gallup Municipal","GUP"
12019,"Guanare Airport","GUQ"
12020,"Gurney","GUR"
12021,"Grissom ARB","GUS"
12022,"Gutersloh Airport","GUT"
12023,"Atyrau Airport","GUW"
12024,"Guymon Municipal","GUY"
12025,"Guiratinga Airport","GUZ"
12026,"Geneva Airport","GVA"
12027,"Gordonsville Municipal","GVE"
12028,"Gainesville Municipal","GVL"
12029,"Genesee County","GVQ"
12030,"Coronel Altino Machado","GVR"
12031,"Majors","GVT"
12032,"Richards/Gebaur AFB","GVW"
12033,"Gavle Airport","GVX"
12034,"Gwadar International","GWD"
12035,"Gweru Thornhill","GWE"
12038,"Gwalior Airport","GWL"
12039,"Greenwood/Leflore","GWO"
12040,"Gwinner Municipal","GWI"
12041,"Glenwood Springs Municipal","GWS"
12042,"Sylt","GWT"
12044,"Carnmore","GWY"
12045,"Sayun International","GXF"
12046,"Mildenhall NAF","GXH"
12047,"Teniente Vidal","GXQ"
12048,"Yagoua Airport","GXX"
12049,"Guayaramerin Airport","GYA"
12050,"Baku Metropolitan Area","BAK"
12051,"Jose Joaquin de Olmedo International","GYE"
12052,"General Jose Maria Yanez International","GYM"
12053,"Santa Genoveva","GYN"
12054,"Phoenix Goodyear","GYR"
12055,"Gary/Chicago International","GYY"
12056,"Gizo Airport","GZO"
12057,"Gaziantep Airport","GZT"
12058,"Marion County","HAB"
12059,"Hachijo Jima Island Airport","HAC"
12060,"Halmstad Airport","HAD"
12061,"Havasupai Airport","HAE"
12062,"Half Moon Bay Airport","HAF"
12063,"Prince Said Ibrahim","HAH"
12064,"Hannover Airport","HAJ"
12065,"Meilan","HAK"
12066,"Hamburg Airport","HAM"
12067,"Noibai","HAN"
12068,"Butler County Regional","HAO"
12069,"Long Island Airport","HAP"
12070,"Capital City","HAR"
12071,"Hail Airport","HAS"
12072,"Haugesund/Karmoy","HAU"
12073,"Jose Marti International","HAV"
12074,"Haycock Airport","HAY"
12075,"Hobart Airport","HBA"
12076,"Hanus Bay Airport","HBC"
12077,"Borg El Arab","HBE"
12078,"Hattiesburg Bobby L. Chain Municipal","HBG"
12079,"Hobart Bay Airport","HBH"
12080,"Harbour Island Airport","HBI"
12081,"Babelegi Heliport","HBL"
12082,"Al Batin","HBT"
12083,"Jim Hogg County","HBV"
12084,"Hood Bay Airport","HBY"
12085,"Howard County","HCA"
12086,"Shoal Cove Airport","HCB"
12087,"Holy Cross Airport","HCR"
12088,"Hidden Falls Airport","HDA"
12089,"Heidelberg AHP","HDB"
12090,"Hyderabad Airport","HDD"
12091,"Heringsdorf Airport","HDF"
12092,"Dillingham","HDH"
12093,"Hamadan Airport","HDM"
12094,"Yampa Valley","HDN"
12095,"Hoedspruit Airport","HDS"
12096,"Hat Yai International","HDY"
12097,"Herat Airport","HEA"
12098,"Herendeen Bay","HED"
12099,"Heho Airport","HEH"
12100,"Heide Buesum","HEI"
12101,"Helsinki Vantaa","HEL"
12102,"Nikos Kazantzakis","HER"
12103,"Hermiston Municipal","HES"
12104,"Baita","HET"
12105,"Herrera International","HEX"
12106,"Hardy-Anders Field Natchez-Adams County","HEZ"
12107,"Haifa Airport","HFA"
12108,"Hartford Brainard","HFD"
12109,"Luogang","HFE"
12110,"Mackall AAF","HFF"
12111,"Hornafjordur","HFN"
12112,"Hammerfest Airport","HFT"
12113,"Egal International","HGA"
12114,"Hughenden Airport","HGD"
12115,"Xiaoshan","HGH"
12116,"Helgoland Duene","HGL"
12117,"Mae Hong Son Airport","HGN"
12118,"Korhogo Airport","HGO"
12119,"Hagerstown Regional-Richard A. Henson Field","HGR"
12120,"Hastings","HGS"
12121,"Mount Hagen Airport","HGU"
12122,"Hogatza Airport","HGZ"
12123,"Hachinohe AB","HHE"
12124,"Hilton Head Airport","HHH"
12125,"Frankfurt Hahn","HHN"
12126,"Kai Tak Heliport","HHP"
12127,"Jack Northrop Field/Hawthorne Municipal","HHR"
12128,"Hiawatha Municipal","HIA"
12129,"Chisholm/Hibbing","HIB"
12130,"Mount Washington Regional","HIE"
12131,"Hill AFB","HIF"
12132,"Lake Havasu City Airport","HII"
12133,"Hiroshima Airport","HIJ"
12134,"Daniel K Inouye International","HIK"
12135,"Sacheon","HIN"
12136,"Portland Hillsboro","HIO"
12137,"Henderson International","HIR"
12138,"Hayman Island Airport","HIS"
12139,"Khajuraho Airport","HJR"
12140,"Blytheville Municipal","HKA"
12141,"Healy River","HKB"
12142,"Hakodate Airport","HKD"
12143,"Hong Kong International","HKG"
12144,"Hokitika Airport","HKK"
12145,"Hoskins Airport","HKN"
12146,"Kaanapali Airport","HKP"
12147,"Hawkins Field","HKS"
12148,"Phuket International","HKT"
12149,"Hickory Regional","HKY"
12150,"Lanseria Airport","HLA"
12151,"Hailar Airport","HLD"
12152,"Hultsfred Airport","HLF"
12153,"Wheeling Ohio County","HLG"
12154,"Hollister Municipal","HLI"
12155,"Park Township","HLM"
12156,"Helena Regional","HLN"
12157,"Holbrook Municipal","HLO"
12158,"Halim Perdanakusuma International","HLP"
12159,"Hamilton Airport","HLT"
12160,"Hamilton Airport","HLZ"
12162,"Hassi Messaoud/Oued Irara","HME"
12163,"Holloman AFB","HMN"
12164,"General Ignacio P. Garcia International","HMO"
12165,"Homeshore Airport","HMS"
12166,"Hemet-Ryan","HMT"
12167,"Hanamaki Airport","HNA"
12168,"Billy Mitchell","HNC"
12169,"Haneda","HND"
12170,"Hienghene/Henri Martinet","HNG"
12171,"Hoonah Airport","HNH"
12173,"Daniel K Inouye International","HNL"
12174,"Hana Airport","HNM"
12175,"Haines Airport","HNS"
12177,"Lea County Hobbs","HOB"
12178,"Hodeidah International","HOD"
12179,"Al Ahsa","HOF"
12180,"Frank Pais International","HOG"
12181,"Hao","HOI"
12182,"Hooker Creek Airport","HOK"
12183,"Holikachuk Airport","HOL"
12184,"Homer Airport","HOM"
12185,"Huron Regional","HON"
12187,"Campbell AAF","HOP"
12188,"Hof Plauen","HOQ"
12189,"Horta Airport","HOR"
12190,"Memorial Field","HOT"
12191,"William P Hobby","HOU"
12192,"Hovden","HOV"
12193,"Howard","HOW"
12194,"Lifuka Airport","HPA"
12195,"Hooper Bay Airport","HPB"
12196,"Catbi","HPH"
12197,"Westchester County","HPN"
12198,"Hampton Municipal","HPT"
12199,"Princeville","HPV"
12200,"Bowerman","HQM"
12201,"Taiping","HRB"
12203,"Harare International","HRE"
12204,"Hurghada International","HRG"
12205,"Kharkov Airport","HRK"
12206,"Valley International","HRL"
12207,"Boone County","HRO"
12209,"Linton-On-Ouse","HRT"
12210,"Shaoguan Airport","HSC"
12211,"Henderson Executive","HSH"
12212,"Hastings Municipal","HSI"
12213,"Huesca Airport","HSK"
12214,"Huslia Airport","HSL"
12215,"Ingalls Field","HSP"
12216,"Homestead AFB","HST"
12217,"Huntsville International-Carl T Jones Field","HSV"
12218,"Chita Airport","HTA"
12219,"Hatfield Airport","HTF"
12220,"Hawthorne Industrial","HTH"
12221,"Hamilton Island Airport","HTI"
12222,"East Hampton Airport","HTO"
12223,"Tri-State/Milton J. Ferguson Field","HTS"
12224,"Hato Corozal Airport","HTZ"
12225,"Redstone AAF","HUA"
12226,"Dr Hermenegildo Ortiz Quinones","HUC"
12227,"Humera Airport","HUE"
12228,"Hulman Field","HUF"
12229,"Huehuetenango Airport","HUG"
12230,"Huahine Airport","HUH"
12231,"Hue/Phu Bai","HUI"
12232,"Houlton International","HUL"
12233,"Houma Terrebonne","HUM"
12234,"Hualien Airport","HUN"
12235,"Hughes Airport","HUS"
12236,"Hutchinson Municipal","HUT"
12237,"Alferez FAP David Figueroa Fernandini","HUU"
12238,"Hudiksvall Airport","HUV"
12239,"Bahias de Huatulco International","HUX"
12240,"Humberside Airport","HUY"
12241,"Analalava Airport","HVA"
12242,"Hervey Bay Airport","HVB"
12243,"Hopkinsville-Christian County","HVC"
12244,"Tweed New Haven","HVN"
12245,"Havre City-County","HVR"
12246,"Hartsville Regional","HVS"
12247,"Hayward Air Terminal","HWD"
12248,"Hawk Inlet Airport","HWI"
12250,"Barnstable Municipal-Boardman/Polando Field","HYA"
12251,"Hyderabad Airport","HYD"
12252,"Hydaburg Seaplane Base","HYG"
12253,"Hollis Seaplane Base","HYL"
12254,"Hayward Municipal","HYR"
12255,"Hays Municipal","HYS"
12257,"Liping","HZH"
12258,"Husavik Airport","HZK"
12259,"Hazleton Municipal","HZL"
12260,"Shenandoah Municipal","IA1"
12261,"Webster City Municipal","IA2"
12262,"Red Oak Municipal","IA3"
12263,"McConnell AFB","IAB"
12264,"Washington Dulles International","IAD"
12265,"Niagara Falls International","IAG"
12266,"George Bush Intercontinental/Houston","IAH"
12267,"In Amenas Airport","IAM"
12268,"Bob Baker Memorial","IAN"
12269,"Yaroslavl Airport","IAR"
12270,"Iasi Airport","IAS"
12271,"Ibadan Airport","IBA"
12272,"Perales","IBE"
12273,"Itambacuri Airport","ITI"
12274,"Ibiza Airport","IBZ"
12275,"Cicia Airport","ICI"
12276,"Nieuw","ICK"
12277,"Incheon International","ICN"
12278,"Wichita Dwight D Eisenhower National","ICT"
12279,"Icy Bay Airport","ICY"
12280,"Fanning Field","IDA"
12281,"Indiana County","IDI"
12282,"Santa Isabel Do Morro Airport","IDO"
12283,"Independence Municipal","IDP"
12284,"Devi Ahilyabai Holkar","IDR"
12285,"Casement","IE1"
12286,"Babimost","IEG"
12287,"Kiev Airport","IEV"
12288,"Isafjordur Airport","IFJ"
12289,"Innisfail Airport","IFL"
12290,"Shahid Beheshti International","IFN"
12291,"Ivano - Frankovska International","IFO"
12293,"Great Inagua","IGA"
12294,"Igiugig Airport","IGG"
12295,"Ingham Airport","IGH"
12296,"Cigli","IGL"
12297,"Kingman Airport","IGM"
12298,"Maria Cristina","IGN"
12299,"Chigorodo Airport","CHR"
12300,"Cataratas","IGR"
12302,"Cataratas International","IGU"
12303,"Horace Williams","IGX"
12304,"Ihu Airport","IHU"
12305,"Rantoul National Aviation Center","II1"
12306,"Lewis University","II2"
12307,"De Kalb Taylor Municipal","II3"
12308,"Logan County","II4"
12309,"Ijui Airport","IJU"
12310,"Jacksonville Municipal","IJX"
12311,"Imam Khomaini International","IKA"
12312,"Wilkes County","IKB"
12313,"Iki Airport","IKI"
12314,"Greater Kankakee","IKK"
12315,"Nikolski AFS","IKO"
12316,"Irkutsk Airport","IKT"
12317,"Ankeny Regional","IKV"
12318,"Nevatim AB","IL1"
12319,"Killeen Municipal","ILE"
12320,"Greater Wilmington","ILG"
12321,"Iliamna Airport","ILI"
12322,"Willmar Municipal","ILL"
12323,"Wilmington International","ILM"
12324,"Wilmington Air Park","ILN"
12325,"Iloilo Airport","ILO"
12326,"Ile Des Pins Airport","ILP"
12327,"Gen Jorge Fernandez Maldonado Solari","ILQ"
12328,"Ilorin Airport","ILR"
12329,"Islay Airport","ILY"
12330,"Zilina Airport","ILZ"
12331,"Imphal Airport","IMF"
12332,"Imperial Municipal","IML"
12333,"Immokalee Regional","IMM"
12334,"Imperatriz Airport","IMP"
12335,"Ford","IMT"
12336,"De Kalb County","IN1"
12337,"Indianapolis Executive","IN2"
12338,"Hedong","INC"
12339,"Indianapolis International","IND"
12340,"In Guezzam Airport","INF"
12341,"Lago Argentino Airport","ING"
12342,"Inhambane Airport","INH"
12343,"Falls International","INL"
12344,"Innsbruck Airport","INN"
12345,"Inongo Airport","INO"
12347,"Creech AFB","INS"
12348,"Smith Reynolds","INT"
12349,"Nauru Island","INU"
12350,"Inverness Airport","INV"
12351,"Winslow Municipal","INW"
12352,"Ioannina Airport","IOA"
12353,"Isle of Man Airport","IOM"
12354,"Impfondo Airport","ION"
12355,"Inishmore Airport","IOR"
12356,"Bahia Jorge Amado","IOS"
12357,"Ile Ouen Airport","IOU"
12358,"Iowa City Municipal","IOW"
12359,"Mataveri International","IPC"
12360,"Ipil Airport","IPE"
12361,"Ipoh Sultan Azlan Shah","IPH"
12362,"San Luis","IPI"
12363,"Imperial County","IPL"
12364,"Usiminas","IPN"
12365,"Williamsport Regional","IPT"
12366,"Al Taqaddum AB","IQ1"
12367,"Al Asad AB","IQ2"
12368,"Diego Aracena International","IQQ"
12369,"Coronel Francisco Secada Vignetta International","IQT"
12370,"Circle City","CRC"
12371,"Ishurdi Airport","IRD"
12372,"Iron Range Airport","IRG"
12373,"Iringa Airport","IRI"
