"id","name","code"
15184,"Podgorica Airport","TGD"
15185,"Sharpe Field","TGE"
15186,"Kuala Trengganu Airport","TGG"
15187,"Tonga","TGH"
15188,"Tingo Maria Airport","TGI"
15189,"Targu Mures Airport","TGM"
15190,"Touggourt/Sidi Mahdi","TGR"
15191,"Tanga Airport","TGT"
15192,"Toncontin International","TGU"
15194,"Francisco Sarabia","TGZ"
15195,"Northern","THA"
15196,"Senador Petronio Portella","THE"
15197,"Tempelhof","THF"
15198,"Biloela (Thangool)","THG"
15199,"Trollhattan Vanersborg","THN"
15200,"Hot Springs County Thermopolis Municipal","THP"
15201,"Mehrabad International","THR"
15202,"Thule Air Base","THU"
15203,"York Airport","THV"
15204,"Tahoua Airport","THZ"
15205,"Tirana International","TIA"
15206,"Turiacu Airport","TIC"
15207,"Tippi Airport","TIE"
15208,"Taif Airport","TIF"
15209,"Tikehau Airport","TIH"
15210,"General Abelardo L. Rodriguez International","TIJ"
15211,"Tinker AFB","TIK"
15212,"Moses Kilangin","TIM"
15213,"Tindouf Airport","TIN"
15214,"Tripoli International","TIP"
15215,"Tinian International","TIQ"
15216,"Tirupati Airport","TIR"
15217,"Horn Island","TIS"
15218,"Timaru Airport","TIU"
15219,"Tivat Airport","TIV"
15220,"Tacoma Narrows","TIW"
15221,"Space Center Executive","TIX"
15222,"Tidjikja Airport","TIY"
15223,"Tari Airport","TIZ"
15224,"Cap Av Oriel Lea Plaza","TJA"
15225,"Trujillo Airport","TJI"
15226,"Roshchino","TJM"
15227,"Akinci","TK1"
15228,"Talkeetna Airport","TKA"
15229,"Tiko Airport","TKC"
15230,"Takoradi Airport","TKD"
15231,"Tenakee Airport","TKE"
15232,"Truckee Tahoe","TKF"
15233,"Branti","TKG"
15234,"Takhli Airport","TKH"
15235,"Tokeen Airport","TKI"
15236,"Tok Airport","TKJ"
15237,"Chuuk International","TKK"
15238,"Taku Seaplane Base","TKL"
15239,"Tikal Airport","TKM"
15240,"Kigoma Airport","TKQ"
15241,"Thakurgaon Stol Port","TKR"
15242,"Tokushima Airport","TKS"
15243,"Tak Airport","TKT"
15244,"Turku Airport","TKU"
15245,"Teller Airport","TLA"
15246,"Licenciado Adolfo Lopez Mateos International","TLC"
15247,"Tulear Airport","TLE"
15248,"Telida Airport","TLF"
15249,"Tallahassee International","TLH"
15250,"Tatalina AFS","TLJ"
15252,"Lennart Meri Tallinn","TLL"
15253,"Zenata-Messali El Hadj","TLM"
15254,"Hyeres Le Palyvestre","TLN"
15255,"Mefford Field","TLR"
15256,"Blagnac","TLS"
15257,"Tuluksak Airport","TLT"
15258,"Ben Gurion","TLV"
15259,"Henry Tift Myers","TMA"
15260,"Kendall Tamiami Executive","TMB"
15261,"Timbedra Airport","TMD"
15262,"Tumlingtar Airport","TMI"
15263,"Tamale Airport","TML"
15264,"Tamatave Airport","TMM"
15265,"Tampere-Pirkkala","TMP"
15266,"Aguemar","TMR"
15267,"Salazar","TMS"
15268,"Trombetas Airport","TMT"
15269,"Tamworth Airport","TMW"
15270,"Lebanon Municipal","TN1"
15271,"Upper Cumberland Regional","TN2"
15272,"Ellington","TN3"
15273,"Abernathy Field","TN4"
15274,"Franklin Wilkins","TN5"
15275,"Dyersburg Regional","TN6"
15276,"Winchester Municipal","TN7"
15277,"Yaoqiang","TNA"
15278,"Tin City AFS","TNC"
15279,"Tanegashima Airport","TNE"
15280,"Tanger Ibn Batouta International","TNG"
15281,"Kidjang","TNJ"
15282,"Tununak Airport","TNK"
15283,"Tainan Airport","TNN"
15284,"Twentynine Palms Airport","TNP"
15285,"Ivato","TNR"
15286,"Dade-Collier","TNT"
15287,"Newton Municipal","TNU"
15288,"Stung Treng Airport","TNX"
15289,"Torrance Municipal - Zamperini Field","TOA"
15290,"Gamal Abd El Nasser","TOB"
15292,"Nefta","TOE"
15293,"Togiak Airport","TOG"
15294,"Torrejon AFB","TOJ"
15295,"Eugene F Kranz Toledo Express","TOL"
15296,"Tombouctou Airport","TOM"
15297,"Philip Billard Municipal","TOP"
15298,"Barriles","TOQ"
15299,"Torrington Municipal","TOR"
15300,"Langnes","TOS"
15301,"Touho Airport","TOU"
15302,"Tortola West End Seaplane Base","TOV"
15303,"Toyama Airport","TOY"
15304,"Tampa International","TPA"
15305,"Allen Air Park","TPB"
15306,"Chiang Kai Shek International","TPE"
15307,"Peter O'Knight","TPF"
15308,"Tonopah Airport","TPH"
15309,"Tapini Airport","TPI"
15310,"Draughon-Miller Central Texas Regional","TPL"
15312,"Tarapoto Airport","TPP"
15313,"Tepic Airport","TPQ"
15314,"Tom Price Airport","TPR"
15315,"Trapani/Birgi","TPS"
15316,"Turbo Airport","TRB"
15317,"Torreon International","TRC"
15318,"Trondheim Airport","TRD"
15319,"Tiree Island Airport","TRE"
15320,"Sandefjord Airport","TRF"
15321,"Tauranga Airport","TRG"
15322,"Trona Airport","TRH"
15323,"Tri Cities","TRI"
15324,"Juwata","TRK"
15325,"Jacqueline Cochran Regional","TRM"
15326,"Torino","TRN"
15327,"Taree Airport","TRO"
15328,"China Bay","TRR"
15329,"Ronchi Dei Legionari","TRS"
15331,"Cap C Martinez de Pinillos","TRU"
15332,"Thiruvananthapuram International","TRV"
15333,"Bonriki International","TRW"
15334,"Tiruchirappalli","TRZ"
15335,"Taipei Songshan","TSA"
15336,"Tsumeb Airport","TSB"
15337,"Astana Airport","NQZ"
15338,"Treviso","TSF"
15339,"Tanacross Airport","TSG"
15340,"Tshikapa Airport","TSH"
15341,"Tsushima Airport","TSJ"
15342,"Taos Regional","TSM"
15343,"Binhai","TSN"
15344,"Tehachapi Kern County Nr 4","TSP"
15345,"Traian Vuia","TSR"
15346,"East 34th Street Heliport","TSS"
15348,"Townsville Airport","TSV"
15349,"Tortoli Airport","TTB"
15350,"Argolla","TTC"
15351,"Portland Troutdale","TTD"
15352,"Tartagal Airport","TTG"
15353,"Thumrait Airport","TTH"
15354,"Tottori Airport","TTJ"
15355,"Turtle Island Airport","TTL"
15356,"Mercer County","TTN"
15358,"Tsaratanana Airport","TTS"
15359,"Chihhang","TTT"
15360,"Tetouan/Sania Ramel","TTU"
15361,"Tulcan Airport","TUA"
15362,"Tubuai Is Fr. Polynesia","TUB"
15363,"Tucuman Airport","TUC"
15364,"Tambacounda Airport","TUD"
15365,"St Symphorien","TUF"
15366,"Tuguegarao Airport","TUG"
15367,"Arnold AFB","TUH"
15368,"Turaif Airport","TUI"
15369,"Turbat International","TUK"
15370,"Tulsa International","TUL"
15371,"Tumut Airport","TUM"
15372,"Carthage","TUN"
15373,"Taupo Airport","TUO"
15374,"Tupelo Regional","TUP"
15375,"Tucurui Airport","TUR"
15376,"Tucson International","TUS"
15377,"Tauta Airport","TUT"
15378,"Prince Sultan Bin Abdulaziz","TUU"
15379,"Morafenobe Airport","TVA"
15380,"Cherry Capital","TVC"
15381,"Thief River Falls Regional","TVF"
15382,"Thomasville Regional","TVI"
15383,"Lake Tahoe Airport","TVL"
15384,"Matei","TVU"
15385,"Twin Hills Airport","TWA"
15386,"Toowoomba Airport","TWB"
15387,"Jefferson County International","TWD"
15388,"Taylor Airport","TWE"
15389,"Joslin Field - Magic Valley Regional","TWF"
15390,"Two Harbors Airport","TWH"
15392,"Tawau Airport","TWU"
15393,"Mesquite Metro","TX1"
15394,"Denver City Airport","TX2"
15395,"Port Isabel - Cameron County","TX3"
15396,"Bruce Field","TX4"
15397,"Cleburne Municipal","TX5"
15398,"Horseshoe Bay Resort","TX6"
15399,"Post Garza County Municipal","TX7"
15400,"Taichung Airport","TXG"
15401,"Texarkana Muni/Webb Field","TXK"
15402,"Tegel","TXL"
15403,"Tunxi Airport","TXN"
15404,"Tabou Airport","TXU"
15405,"Tibooburra Airport","TYB"
15406,"Tyonek Airport","TYE"
15408,"Capitan FAP Victor Montes International","TYL"
15409,"Wusu","TYN"
15410,"Tokyo Metropolitan Area","TYO"
15411,"Tyler Pounds Regional","TYR"
15412,"McGhee Tyson","TYS"
15413,"Taylor Airport","TYZ"
15414,"Belize City Municipal","TZA"
15415,"Maya Beach Airport","TZF"
15416,"Tuzla Airport","FVA"
15417,"Congo Town","TZN"
15418,"Trabzon Airport","TZX"
15419,"Incirlik AB","UAB"
15420,"Ua Huka Airport","UAH"
15421,"Narsarsuaq Airport","UAK"
15422,"Andersen AFB","UAM"
15423,"San Juan Airport","UAQ"
15424,"Samburu Airport","UAS"
15425,"Uaxactun Airport","UAX"
15426,"Mario de Almeida Franco","UBA"
15427,"Chatham Municipal","UBF"
15428,"Yamaguchi Ube","UBJ"
15429,"Ubon Ratchathani Airport","UBP"
15430,"Columbus-Lowndes County","UBS"
15431,"Oneida County","UCA"
15433,"Everett-Stewart Regional","UCY"
15434,"Bermuda Dunes Airport","UDD"
15435,"Darlington County","UDG"
15436,"Uberlandia Airport","UDI"
15437,"Maharana Pratap","UDR"
15438,"Quelimane Airport","UEL"
15439,"Kumejima Airport","UEO"
15440,"Waukesha County","UES"
15441,"Quetta International","UET"
15442,"Ufa Airport","UFA"
15443,"Ugashik Airport","UGA"
15444,"Ugashik Bay","UGB"
15445,"Urgench Airport","UGC"
15446,"Uganik Airport","UGI"
15447,"Waukegan National","UGN"
15448,"Ugashik Airport","UGS"
15449,"Uherske Hradiste Airport","UHE"
15450,"Upper Heyford Airport","UHF"
15451,"El Carano","UIB"
15452,"Phu Cat","UIH"
15453,"Utila Island Hond.","UII"
15454,"Quincy Regional-Baldwin Field","UIN"
15455,"Mariscal Sucre International","UIO"
15456,"Pluguffan","UIP"
15457,"Kobe","UKB"
15458,"Ukiah Municipal","UKI"
15459,"San Julian Airport","ULA"
15460,"Los Cerrillos","ULC"
15461,"Ulithi Airport","ULI"
15462,"New Ulm Municipal","ULM"
15463,"Buyant Uhaa","UBN"
15464,"Farfan","ULQ"
15465,"Ulysses Airport","ULS"
15466,"Ulyanovsk Airport","ULY"
15467,"North Shore","UMB"
15468,"Uummannaq Airport","UMD"
15469,"Umea Airport","UME"
15470,"Summit Airport","UMM"
15471,"Woomera Airport","UMR"
15472,"Umiat Airport","UMT"
15473,"Orlando de Carvalho","UMU"
15475,"Konduz Airport","UND"
15476,"Kiunga Airport","UNG"
15477,"Union Island Airport","UNI"
15478,"Unalakleet Airport","UNK"
15479,"Umnak Airport","UNS"
15480,"Unst Airport","UNT"
15481,"University-Oxford","UOX"
15482,"Hasanuddin","UPG"
15483,"Uruapan Airport","UPN"
15484,"Upolu","UPP"
15485,"The Queens","UQE"
15486,"Uralsk Airport","URA"
15487,"Urubupunga Airport","URB"
15488,"Diwopu","URC"
15489,"Rubem Berta","URG"
15490,"Rouen Vallee de Seine","URO"
15491,"Surat Thani Airport","URT"
15492,"Guriat","URY"
15493,"Islas Malvinas","USH"
15494,"Usi Belli Coal Mine","USI"
15495,"Samui","USM"
15496,"Ulsan Airport","USN"
15497,"Northeast Florida Regional","UST"
15498,"Heber City Municipal - Russ McDonald Field","UT1"
15499,"Muttaburra Airport","UTB"
15500,"Udon Thani Airport","UTH"
15501,"Utirik Island","UTK"
15502,"Tunica Municipal","UTM"
15503,"Upington Airport","UTN"
15504,"Indian Mountain AFS","UTO"
15505,"U Tapao Rayong Pattaya International","UTP"
15506,"K.D. Matanzima","UTT"
15507,"Queenstown Airport","UTW"
15508,"North Kuparuk","UUK"
15509,"Khomutovo","UUS"
15510,"Manumu Airport","UUU"
15511,"Garner Field","UVA"
15512,"Ouvea Airport","UVE"
15513,"Hewanorra International","UVF"
15514,"New Valley","UVL"
15515,"Lik Camp Airport","UXA"
15516,"Fassberg Airport","UXB"
15517,"Hawley Municipal","UXC"
15518,"Chowchilla Airport","UXD"
15519,"Faulkton Municipal","UXE"
15520,"Stanford Field","UXF"
15521,"Dutch John Airport","UXG"
15522,"Antonov 2 International","GML"
15523,"Calder Bay Airport","UXI"
15524,"Central Kentucky Regional","UXJ"
15525,"Petaluma Municipal","UXK"
15526,"Chariot Airport","UXL"
15527,"47-Mile Mine Airport","UXM"
15528,"Big Sandy Regional","UXN"
15529,"Fitchburg Municipal","UXO"
15530,"Stennis International","UXP"
15531,"Gilze-Rijen Airport","UXQ"
15532,"Monument Valley Airport","UXR"
15533,"Cimarron Municipal","UXS"
15534,"Lorain Cnty Regional","LPR"
15535,"Cheboygan City/County","UXU"
15536,"Enterprise Municipal","UXV"
15537,"Putnam County","UXW"
15538,"Hot Springs Airport","UXX"
15539,"Circle Town County","UXY"
15540,"Garrison Municipal","UXZ"
15541,"Angel S Adami","UY1"
15543,"Nyala Airport","UYL"
15544,"Curuzu Cuatia Airport","UZU"
15545,"Emporia Greensville Regional","VA1"
15546,"Chesapeake Regional","VA2"
15547,"Mountain Empire","VA3"
15548,"Leesburg Executive","VA4"
15549,"Vaasa Airport","VAA"
15550,"Moody AFB","VAD"
15552,"Chabeuil","VAF"
15553,"Vanimo Airport","VAI"
15554,"Chevak Airport","VAK"
15555,"Van Airport","VAN"
15556,"Suavanao Airport","VAO"
15557,"Varna Airport","VAR"
15558,"Sivas Airport","VAS"
15559,"Vava'u International","VAV"
15561,"Vandenberg AFB","VBG"
15562,"Brescia Montichiari","VBS"
15563,"Visby Airport","VBY"
15564,"Can Tho Airport","VCA"
15565,"View Cove Airport","VCB"
15566,"Marco Polo International","VCE"
15567,"Viracopos International","VCP"
15568,"Carora Airport","VCR"
15569,"Victoria County Foster","VCT"
15570,"Southern California Logistics","VCV"
15571,"Ovda Airport","VDA"
15572,"Vitoria Da Conquista Airport","VDC"
15573,"El Hierro","VDE"
15574,"Vidalia Regional","VDI"
15575,"Viedma Airport","VDM"
15576,"Valle de la Pascua Airport","VDP"
15577,"Villa Dolores Airport","VDR"
15578,"Vadso Airport","VDS"
15579,"Valdez Pioneer Field","VDZ"
15581,"Venetie Airport","VEE"
15582,"Vernal Regional","VEL"
15583,"Roy Otten Memorial Airfield","VEO"
15584,"General Heriberto Jara International","VER"
15585,"Vestmannaeyjar Airport","VEY"
15586,"Victoria Falls International","VFA"
15587,"Vijayawada Airport","VGA"
15588,"Vigo Airport","VGO"
15589,"North Air Terminal","VGT"
15590,"Vilhelmina Airport","VHM"
15591,"Charmeil","VHY"
15593,"Vicenza Airport","VIC"
15594,"Vidin Airport","VID"
15595,"Vienna International","VIE"
15596,"Juan Pablo Perez Alfonso","VIG"
15597,"Rolla National","VIH"
15598,"Virgin Gorda Airport","VIJ"
15599,"Kavik River Airport","VIK"
15600,"Dakhla International","VIL"
15601,"Visalia Municipal","VIS"
15602,"Vitoria Airport","VIT"
15603,"Eurico de Aguiar Salles","VIX"
15604,"Vnukovo","VKO"
15605,"Vicksburg Municipal","VKS"
15606,"Valencia Airport","VLC"
15607,"Valdosta Regional","VLD"
15608,"Nhero","VLI"
15609,"Valladolid Airport","VLL"
15610,"Arturo Michelena International","VLN"
15612,"Vallenar Airport","VLR"
15613,"Dr. Antonio Nicolas Briceno","VLV"
15614,"Mercedes","VME"
15615,"Venice Municipal","VNC"
15616,"Vilnius International","VNO"
15617,"Lal Bahadur Shastri","VNS"
15618,"Van Nuys Airport","VNY"
15619,"Gumrak","VOG"
15620,"Volk Field","VOK"
15621,"Volos Airport","VOL"
15622,"Cartersville Airport","GA9"
15623,"Ondjiva Airport","VPE"
15624,"Eglin AFB","VPS"
15625,"Porter County Municipal","VPZ"
15626,"Antonio Rivera Rodriguez","VQS"
15627,"Juan Gualberto Gomez International","VRA"
15628,"Vero Beach Municipal","VRB"
15629,"Virac Airport","VRC"
15630,"Varkaus Airport","VRK"
15631,"Verona Villafranca","VRN"
15632,"C. P. A. Carlos Rovirosa International","VSA"
15633,"Viseu Airport","VSE"
15634,"Hartness State","VSF"
15635,"Stockholm Vasteras","VST"
15636,"Wattay International","VTE"
15637,"Miller Field","VTN"
15638,"Visakhapatnam Airport","VTZ"
15639,"Stanly County","VUJ"
15640,"Pearson Field","VUO"
15641,"Alfonso Lopez Pumarejo","VUP"
15642,"Capt Luis F Gomez Nino","API"
15643,"Viru Viru International","VVI"
15644,"Vastervik Airport","VVK"
15645,"Knevichi","VVO"
15646,"Headland Municipal","VWA"
15647,"Myrtle Creek Municipal","VWB"
15648,"Music City Exec","VWC"
15649,"Hanford Municipal","VWD"
15650,"Chelan Municipal","VWE"
15651,"Custer County","VWF"
15652,"Tillamook","VWG"
15653,"Odessa Schlemeyer Field","VWH"
15654,"California City Municipal","VWI"
15655,"McNeil","VWJ"
15656,"Saratoga County","VWK"
15657,"Nary National Shefland Field","VWL"
15658,"Weed Airport","VWM"
15659,"Avi Suquilla","VWN"
15660,"Arlington Municipal","VWO"
15661,"Bernard Usfs","VWP"
15662,"Kingdon Airpark","VWQ"
15663,"Independence Airport","VWR"
15664,"Colonel James Jabara","VWS"
15665,"Jimmy Carter Regional","VWT"
15668,"Deer Lodge-City-County","VWW"
15669,"Hondo Municipal","VWX"
15670,"Landsberg-Lech","VWY"
15671,"Granite Creek Mine Airport","VWZ"
15672,"Sao Pedro","VXE"
15673,"Smaland","VXO"
15674,"Vryheid Airport","VYD"
15675,"Illinois Valley Regional","VYS"
15676,"Marvel Creek Mine Airport","VZA"
15677,"Mitrofania Airport","VZB"
15678,"Mush Bay Airport","VZC"
15679,"Campbell Lagoon Airport","VZD"
15680,"Frazer Lake Airport","VZE"
15681,"Afognak Straits Airport","VZF"
15682,"Moffet Bay Airport","VZG"
15683,"Mineola Wisener Field","VZH"
15684,"Brundidge Municipal","VZI"
15685,"Payette Municipal","VZJ"
15687,"Los Alamitos AAF","VZL"
15688,"Jensens Strip Airport","VZM"
15689,"Wildman Creek Airport","VZN"
15690,"Stepovak Airport","VZO"
15692,"Puale Bay Airport","VZQ"
15693,"Katmai Bay Airport","VZR"
15694,"Kashvik Bay Airport","VZS"
15695,"Cinder Mountain Airport","VZT"
15696,"Hagemeister Island Airport","VZU"
15697,"Cape Peirce Airport","VZV"
15698,"Cape Greig Airport","VZW"
15699,"Kasba Lake Airport","VZX"
15700,"Katmai Lodge Airport","VZY"
15701,"South St. Paul Municipal","VZZ"
15703,"Mansfield Airport","WA2"
15704,"Bayview Farms","WA3"
15705,"Isaacson","WA4"
15706,"Methow Valley State","WA5"
15707,"Stehekin Seaplane Landing","WA6"
15708,"Chelan Seaplane Landing","WA7"
15709,"Wales Airport","WAA"
15710,"Wabag Airport","WAB"
15711,"Andriamena Airport","WAD"
15712,"Wanganui Airport","WAG"
15713,"Wallops Flight Center","WAL"
15714,"Warsaw Municipal","WAR"
15715,"Washington DC Metropolitan Area","WAS"
15716,"Waterford Airport","WAT"
15717,"Wave Hill Old","WAV"
15718,"Okecie","WAW"
15720,"Wahai Airport","WBA"
15721,"Stebbins Airport","WBB"
15722,"Commerce/Montebello Heliport","WBH"
15723,"Wapenamanda Airport","WBM"
15724,"Woburn Airport","WBN"
15725,"Beaver Airport","WBQ"
15726,"Roben-Hood","WBR"
15727,"Bennettsville Airport","WBS"
15728,"Downtown Airport","WBY"
15729,"Gamboa","WCA"
15730,"Whalers Cove Lodge Airport","WCL"
15731,"Chandalar Lake","WCR"
15732,"Wide Bay Airport","WDB"
15734,"Enid Woodring Regional","WDG"
15735,"Hosea Kutako International","WDH"
15736,"Waldron Airstrip","QQS"
15737,"Barrow County","WDR"
15738,"Dashuipo Airport","WEH"
15739,"Weipa Airport","WEI"
15740,"Welkom Airport","WEL"
15741,"Ketchikan Waterfront Seaplane Base","WFB"
15744,"Wagga Wagga Airport","WGA"
15745,"Walgett Airport","WGE"
15746,"Bahia Tortugas Airport","WGG"
15747,"Isle Baltra Off-Line Point","WGL"
15749,"Winchester Airport","WGO"
15750,"Mau Hau","WGP"
15751,"Northern Aroostook Regional","WFK"
15754,"Hyder Seaplane Base","WHD"
15755,"Whakatane Airport","WHK"
15756,"Franz Josef Airport","WHO"
15758,"Vail/Avon","WHR"
15759,"Wharton Regional","WHT"
15760,"Black River Falls Area","WI1"
15761,"Price County","WI2"
15762,"Wilbur Airport","WIB"
15763,"Wick Airport","WIC"
15766,"Nairobi/Wilson","WIL"
15767,"Winton Airport","WIN"
15768,"Woja Airport","WJA"
15769,"General William J. Fox Airfield","WJF"
15772,"Wanaka Airport","WKA"
15773,"Wakkanai Airport","WKJ"
15774,"Aleknagik Airport","WKK"
15775,"Waikoloa Heliport","WKL"
15776,"Hwange National Park","HWN"
15777,"Wakunai Airport","WKN"
15778,"Walker's","WKR"
15779,"Penns Landing Seaplane Base","WKV"
15781,"Labouchere Bay Airport","WLB"
15782,"Strother Field","WLD"
15783,"Wellington International","WLG"
15784,"Walaha Airport","WLH"
15785,"Selawik Airport","WLK"
15786,"Waltham Hospital Heliport","WLM"
15787,"Hihifo","WLS"
15789,"Willows Glenn County","WLW"
15790,"Warrnambool Airport","WMB"
15791,"Winnemucca Municipal","WMC"
15792,"Baxter County","WMH"
15793,"Meyers Chuck Seaplane Base","WMK"
15794,"White Mountain Airport","WMO"
15795,"Avaratra","WMR"
15798,"Napakiak Airport","WNA"
15799,"Wunnumin Lake Airport","WNN"
15800,"Naga Airport","WNP"
15801,"Windorah Airport","WNR"
15802,"Nawabshah","WNS"
15804,"Longwan","WNZ"
15805,"Wood River Airport","WOD"
15807,"Willow Airport","WOW"
15810,"Wipim Airport","WPM"
15812,"Guardiamarina Zanartu","WPU"
15813,"Ovid Airport","WQA"
15814,"Mandan Municipal","WQB"
15815,"Ravalli County","WQC"
15816,"Tulelake Municipal","WQD"
15817,"Dinsmore Airport","WQE"
15818,"Rigby Airport","WQF"
15819,"Hesperia Airport","WQG"
15820,"Butte Valley","WQH"
15821,"Connell City","WQI"
15822,"Peard Bay Airport","WQJ"
15823,"Townsend Airport","WQK"
15824,"Bluff Airport","WQL"
15825,"Chennault Industrial Airpark","CWF"
15826,"Taylor County","WQN"
15827,"Rosamond Skypark","WQO"
15828,"Oceano County","WQP"
15829,"Custer State Park","WQQ"
15830,"Tibbetts","WQR"
15831,"Poplar Airport","WQS"
15832,"Bridger Municipal","WQT"
15833,"Portales Municipal","WQU"
15835,"David River Airport","WQW"
15836,"Kiavak Airport","WQX"
15837,"Port Wakefield Airport","WQY"
15838,"Chignik Lake Airport","WQZ"
15839,"Robins AFB","WRB"
15840,"Whangarei Airport","WRE"
15841,"Wrangell Airport","WRG"
15842,"McGuire AFB","WRI"
15843,"Worland Municipal","WRL"
15845,"Strachowice","WRO"
15846,"Steamboat Bay Airport","WSB"
15847,"Washington County","WSG"
15848,"Brookhaven","WSH"
15849,"Wasilla Airport","WSI"
15850,"San Juan Airport","WSJ"
15852,"Wiseman Airport","WSM"
15853,"South Naknek 2","WSN"
15854,"Waspam Airport","WSP"
15855,"Westerly State","WST"
15856,"Westsound Airport","WSX"
15857,"Whitsunday Airstrip","WSY"
15858,"Westport Airport","WSZ"
15859,"World Trade Center Heliport","WTC"
15860,"West End Airport","WTD"
15861,"Noatak Airport","WTK"
15862,"Tuntutuliak Airport","WTL"
15863,"RAF Waddington","WTN"
15864,"Whiteriver Airport","WTR"
15865,"Tsiroanomandidy Airport","WTS"
15866,"Whittier Airport","WTT"
15867,"Wau Airport","WUG"
15868,"Tianhe","WUH"
15869,"Duchesne Municipal","WUJ"
15870,"Avco","WUQ"
15871,"Wau Airport","WUU"
15872,"Shuofang","WUX"
15873,"Mcs-Pad Heliport","WV1"
15874,"Washington-Virginia","WVA"
15875,"Walvis Bay Airport","WVB"
15877,"Watsonville Municipal","WVI"
15878,"Manakara Airport","WVK"
15879,"Waterville Robert Lafleur","WVL"
15881,"Wasilla Airport","WWA"
15882,"Cape May County","WWD"
15883,"Wewak Airport","WWK"
15885,"Whale Pass Airport","WWP"
15886,"West Woodward","WWR"
15887,"Mertarvik","WWT"
15892,"Ralph Wenz Field","WY1"
15893,"Whyalla Airport","WYA"
15894,"Yes Bay Lodge Seaplane Base","WYB"
15895,"Yengema Airport","WYE"
15896,"Wyndham Airport","WYN"
15897,"Yellowstone","WYS"
15899,"Nassau Seaplane Base","WZY"
15900,"Alamos Airport","XAL"
15901,"Chapeco Airport","XAP"
15902,"Bearskin Lake Airport","XBE"
15903,"Brockville Regional Tackaberry","XBR"
15904,"Christmas Island Airport","XCH"
15905,"Cluff Lake Airport","XCL"
15906,"Chalons Vatry","XCR"
15907,"Americana","XES"
15908,"Qingshan","XIC"
15910,"Xianyang","XIY"
15913,"Saint Louis","XLS"
15914,"Lemwerder Airport","XLW"
15915,"Madison Municipal","XMD"
15916,"Manihi Airport","XMH"
15917,"Gaoqi","XMN"
15918,"Marmande Virazeil","XMR"
15919,"Northwest Arkansas National","XNA"
15920,"Quang Ngai Airport","XNG"
15921,"Xining Airport","XNN"
15923,"Palmerola Air Base","XPL"
15924,"Balad Southeast","XQC"
15925,"La Managua","XQP"
15926,"Richmond AFB","XRH"
15927,"Reston Airport","XRS"
15928,"Jerez","XRY"
15929,"South Caicos Airport","XSC"
15930,"Tonopah Test Range","XSD"
15931,"St. Mary's County Regional","XSM"
15932,"Seletar Airport","XSP"
15933,"Xuzhou Airport","XUZ"
15934,"Granite Point Ndb","A8K"
15936,"Yantarni Bay Airport","XWC"
15937,"Emmen Airport","EML"
15938,"Copalis State","XWE"
15939,"Jerome County","XWF"
15941,"Aztec Municipal","XWH"
15943,"Dexter Regional","XWJ"
15944,"Port Orchard Airport","XWK"
15945,"McCarley Field","XWL"
15946,"Riyadh Military","XWM"
15947,"William P Gwinn","XWN"
15948,"Kimball Municipal/Robert E. Arraj Field","XWO"
15949,"Al Kharj Air Base","AKH"
15950,"Iwakuni MCAS","IWK"
15952,"Oliktok LRRS","XWS"
15953,"Nushagak Bay Airport","XWT"
15954,"Perry County","XWU"
15956,"Teton Peaks","XWW"
15961,"Manchester Woodford","WFD"
15963,"Smiley Johnson Municipal/Bass Field","XXD"
15964,"Lakewood Airport","XXE"
15966,"Arthur D. Little Heliport","XXG"
15968,"Al Udeid AB","AFU"
15971,"Ells Field-Willits Municipal","XXN"
15972,"General Dick Stout Field","XXO"
15973,"Lampson","XXP"
15975,"Mariposa-Yosemite","XXR"
15976,"Hobby Field","XXS"
15977,"Polson Airport","XXT"
15978,"Ashland Municipal-Sumner Parker Field","XXU"
15979,"Decatur Shores","XXV"
15980,"Lake City Gateway","LCQ"
15981,"Intermountain Regional","XXX"
15982,"Rohnerville","XXY"
15983,"Black Rock","XXZ"
15984,"Yandina Airport","XYA"
15986,"Anahim Lake Airport","YAA"
15987,"Cat Lake Airport","YAC"
15988,"Asbestos","YAF"
15989,"Fort Frances Municipal","YAG"
15990,"La Grande 4 Airport","YAH"
15991,"Yakutat Airport","YAK"
15992,"Sault Ste. Marie Airport","YAM"
15993,"Yaounde Airport","YAO"
15994,"Yap International","YAP"
15995,"Attawapiskat Airport","YAT"
15996,"Kattiniq Donaldson","YAU"
15997,"Miners Bay Airport","YAV"
15998,"St. Anthony Airport","YAY"
15999,"Long Beach","YAZ"
16000,"Banff Airport","YBA"
16001,"Kugaaruk Airport","YBB"
16002,"Baie Comeau Airport","YBC"
16003,"Uranium City Airport","YBE"
16004,"Bagotville","YBG"
16005,"Baie Johan Beetz Airport","YBJ"
16006,"Baker Lake Airport","YBK"
16007,"Campbell River Airport","YBL"
16008,"Bronson Creek Airport","YBM"
16009,"Brandon Airport","YBR"
16010,"Opapimiskan Lake Airport","YBS"
16011,"Brochet Airport","YBT"
16012,"Berens River Airport","YBV"
16013,"Blanc Sablon Airport","YBX"
16014,"Cambridge Bay Airport","YCB"
16015,"Cornwall Regional","YCC"
16016,"Nanaimo Airport","YCD"
16017,"Cortes Bay Airport","YCF"
16018,"Castlegar","YCG"
16019,"Miramichi Airport","YCH"
16020,"Cape Saint James Airport","YCJ"
16021,"Colville Lake Airport","YCK"
16022,"Charlo Airport","YCL"
16023,"Niagara District","YCM"
16024,"Cochrane Airport","YCN"
