AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_WAC,AIRPORT_STATE_NAME,LATITUDE,LONGITUDE
10587,BGY,Bergamo/Orio Al Serio,"Bergamo, Italy",450,,45.66833333,9.70027778
10588,BH1,Isa AB,"Shaikh Isa, Bahrain",605,,25.91833333,50.59055556
10589,BHB,Hancock County-Bar Harbor,"Bar Harbor, ME",12,Maine,44.44888889,-68.36166667
10589,BHB,Hancock County-Bar Harbor,"Bar Harbor, ME",12,Maine,44.44972222,-68.36166667
10589,BHB,Hancock County-Bar Harbor,"Bar Harbor, ME",12,Maine,44.44972222,-68.36138889
10590,BHC,Laughlin Bullhead International,"Bullhead City, AZ",81,Arizona,35.16333333,-114.56444444
10590,IFP,Laughlin/Bullhead International,"Bullhead City, AZ",81,Arizona,35.15472222,-114.55944444
10590,IFP,Laughlin/Bullhead International,"Bullhead City, AZ",81,Arizona,35.15472222,-114.55944444
10590,IFP,Laughlin/Bullhead International,"Bullhead City, AZ",81,Arizona,35.15583333,-114.55944444
10590,IFP,Laughlin/Bullhead International,"Bullhead City, AZ",81,Arizona,35.15583333,-114.55944444
10590,IFP,Laughlin/Bullhead International,"Bullhead City, AZ",81,Arizona,35.16444444,-114.56527778
10591,BHD,Belfast City,"Belfast, United Kingdom",493,,54.61722222,-5.87083333
10591,BHD,Belfast City,"Belfast, United Kingdom",493,,54.61805556,-5.87250000
10592,BHE,Woodbourne,"Blenheim, New Zealand",851,,-41.51777778,173.86944444
10592,BHE,Woodbourne,"Blenheim, New Zealand",851,,-41.51666667,173.87222222
10593,BHG,Araslaya,"Brus Laguna, Honduras",131,,15.73472222,-84.54333333
10593,BHG,Araslaya,"Brus Laguna, Honduras",131,,15.73555556,-84.54277778
10593,BHG,Araslaya,"Brus Laguna, Honduras",131,,15.73555556,-84.54277778
10593,BHG,Araslaya,"Brus Laguna, Honduras",131,,15.73555556,-84.54250000
10593,BHG,Araslaya,"Brus Laguna, Honduras",131,,15.73555556,-84.54250000
10594,BHH,Bisha Airport,"Bisha, Saudi Arabia",670,,19.98416667,42.62305556
10594,BHH,Bisha Airport,"Bisha, Saudi Arabia",670,,19.98611111,42.62500000
10595,BHI,Comandante Espora,"Bahia Blanca, Argentina",303,,-38.72555556,-62.16888889
10595,BHI,Comandante Espora Nab,"Bahia Blanca, Argentina",303,,-38.73055556,-62.15055556
10596,BHJ,Bhuj Airport,"Bhuj, India",733,,23.28750000,69.67055556
10596,BHJ,Bhuj Airport,"Bhuj, India",733,,23.28777778,69.67027778
10596,BHJ,Bhuj Airport,"Bhuj, India",733,,23.28777778,69.67027778
10596,BHJ,Bhuj Airport,"Bhuj, India",733,,23.28805556,69.67027778
10596,BHJ,Bhuj Airport,"Bhuj, India",733,,23.28805556,69.67027778
10597,BHK,Bukhara Airport,"Bukhara, U.S.S.R.",786,,39.76666667,64.48333333
10597,BHK,Bukhara Airport,"Bukhara, Uzbekistan",788,,39.76666667,64.48333333
10597,BHK,Bukhara Airport,"Bukhara, Uzbekistan",788,,39.77527778,64.48222222
10597,BHK,Bukhara International,"Bukhara, Uzbekistan",788,,39.77527778,64.48222222
10598,BHL,Bahia de Los Angeles North,"Bahia de Los Angeles, Mexico",148,,28.97555556,-113.56333333
10598,BHL,Bahia de Los Angeles North,"Bahia de Los Angeles, Mexico",148,,28.97555556,-113.56333333
10598,BHL,Bahia de Los Angeles North,"Bahia de Los Angeles, Mexico",148,,28.97666667,-113.56027778
10598,BHL,Bahia de Los Angeles North,"Bahia de Los Angeles, Mexico",148,,28.97666667,-113.56027778
10599,BHM,Birmingham Airport,"Birmingham, AL",51,Alabama,33.56305556,-86.75555556
10599,BHM,Birmingham International,"Birmingham, AL",51,Alabama,33.56305556,-86.75555556
10599,BHM,Birmingham-Shuttlesworth International,"Birmingham, AL",51,Alabama,33.56305556,-86.75555556
10599,BHM,Birmingham-Shuttlesworth International,"Birmingham, AL",51,Alabama,33.56388889,-86.75222222
10600,BHN,Beihan Airport,"Beihan, South Yemen",667,,14.78055556,45.71833333
10600,BHN,Beihan Airport,"Beihan, Yemen",694,,14.78055556,45.71833333
10600,BHN,Beihan Airport,"Beihan, Yemen",694,,14.78194444,45.72000000
10600,BHN,Beihan Airport,"Beihan, Yemen",694,,14.78194444,45.72000000
10600,BHN,Beihan Airport,"Beihan, Yemen",694,,14.78222222,45.71972222
10600,BHN,Beihan Airport,"Beihan, Yemen",694,,14.78222222,45.71972222
10601,BHO,Bhopal Airport,"Bhopal, India",733,,23.28472222,77.33861111
10601,BHO,Raja Bhoj,"Bhopal, India",733,,23.28888889,77.33000000
10602,BHQ,Broken Hill Airport,"Broken Hill, Australia",802,,-32.00166667,141.46666667
10602,BHQ,Broken Hill Airport,"Broken Hill, Australia",802,,-32.00138889,141.47166667
10603,BHR,Bharatpur Airport,"Bharatpur, Nepal",755,,27.67638889,84.43250000
10603,BHR,Bharatpur Airport,"Bharatpur, Nepal",755,,27.67694444,84.42833333
10603,BHR,Bharatpur Airport,"Bharatpur, Nepal",755,,27.67694444,84.42833333
10603,BHR,Bharatpur Airport,"Bharatpur, Nepal",755,,27.67722222,84.42861111
10603,BHR,Bharatpur Airport,"Bharatpur, Nepal",755,,27.67722222,84.42861111
10604,BHS,Bathurst Airport,"Bathurst, Australia",802,,-33.41111111,149.65277778
10604,BHS,Bathurst Airport,"Bathurst, Australia",802,,-33.40944444,149.65194444
10605,BHT,Brighton Downs Airport,"Brighton Downs, Australia",802,,-23.35000000,141.55000000
10606,BHU,Bhavnagar Airport,"Bhavnagar, India",733,,21.75222222,72.18555556
10606,BHU,Bhavnagar Airport,"Bhavnagar, India",733,,21.75500000,72.18444444
10607,BHV,Bahawalpur International,"Bahawalpur, Pakistan",764,,29.34444444,71.71250000
10607,BHV,Bahawalpur International,"Bahawalpur, Pakistan",764,,29.34694444,71.71138889
10607,BHV,Bahawalpur International,"Bahawalpur, Pakistan",764,,29.34694444,71.71138889
10607,BHV,Bahawalpur International,"Bahawalpur, Pakistan",764,,29.34805556,71.71805556
10607,BHV,Bahawalpur International,"Bahawalpur, Pakistan",764,,29.34805556,71.71805556
10607,BHV,Bahawalpur International,"Bahawalpur, Pakistan",764,,29.34833333,71.71805556
10608,BHX,Birmingham Airport,"Birmingham, United Kingdom",493,,52.45305556,-1.74638889
10608,BHX,Birmingham Airport,"Birmingham, United Kingdom",493,,52.45388889,-1.74805556
10608,BHX,Birmingham Airport,"Birmingham, United Kingdom",493,,52.45388889,-1.74805556
10608,BHX,Birmingham Airport,"Birmingham, United Kingdom",493,,52.45416667,-1.74861111
10608,BHX,Birmingham Airport,"Birmingham, United Kingdom",493,,52.45416667,-1.74861111
10609,BHY,Beihai Airport,"Beihai, China",713,,21.53944444,109.29388889
10610,BHZ,Belo Horizonte Metropolitan Area,"Belo Horizonte, Brazil",316,,-19.91666667,-43.93333333
10611,BIA,Bastia Poretta,"Bastia, France",427,,42.55250000,9.48361111
10611,BIA,Bastia Poretta,"Bastia, France",427,,42.55250000,9.48361111
10611,BIA,Bastia/Poretta,"Bastia, France",427,,42.54916667,9.48611111
10611,BIA,Poretta,"Bastia, France",427,,42.55000000,9.48472222
10611,BIA,Poretta,"Bastia, France",427,,42.55000000,9.48472222
10611,BIA,Poretta,"Bastia, France",427,,42.55250000,9.48361111
10612,BIC,Big Creek Airport,"Big Creek, AK",1,Alaska,57.66666667,-157.58333333
10613,BID,Block Island State,"Block Island, RI",15,Rhode Island,41.16666667,-71.57916667
10613,BID,Block Island State,"Block Island, RI",15,Rhode Island,41.16805556,-71.57777778
10614,BIE,Beatrice Municipal,"Beatrice, NE",65,Nebraska,40.29888889,-96.75333333
10614,BIE,Beatrice Municipal,"Beatrice, NE",65,Nebraska,40.30138889,-96.75416667
10615,BIF,Biggs AAF,"El Paso, TX",74,Texas,31.84944444,-106.38000000
10615,BIF,Biggs AAF,"El Paso, TX",74,Texas,31.84944444,-106.37944444
10616,BIG,Allen AAF,"Big Delta, AK",1,Alaska,63.99361111,-145.71888889
10616,BIG,Allen AAF,"Big Delta, AK",1,Alaska,63.99472222,-145.72027778
10617,BIH,Bishop Airport,"Bishop, CA",91,California,37.37305556,-118.36361111
10617,BIH,Bishop Airport,"Bishop, CA",91,California,37.37305556,-118.36361111
10617,BIH,Eastern Sierra Regional,"Bishop, CA",91,California,37.37305556,-118.36361111
10617,BIH,Eastern Sierra Regional,"Bishop, CA",91,California,37.37305556,-118.36361111
10617,BIH,Eastern Sierra Regional,"Bishop, CA",91,California,37.37333333,-118.36500000
10618,BII,Bikini Atoll Airport,"Bikini Atoll, Marshall Islands",844,,11.52166667,165.56444444
10619,BIK,Manuhua,"Biak, Indonesia",832,,-1.18666667,136.08555556
10620,BIL,Billings Logan International,"Billings, MT",84,Montana,45.80694444,-108.54277778
10620,BIL,Billings Logan International,"Billings, MT",84,Montana,45.80777778,-108.54361111
10620,BIL,Billings Logan International,"Billings, MT",84,Montana,45.80777778,-108.54277778
10621,BIM,Bimini International,"Bimini, The Bahamas",204,,25.69944444,-79.26555556
10622,BIN,Bamyan Airport,"Bamyan, Afghanistan",701,,34.80416667,67.82361111
10622,BIN,Bamyan Airport,"Bamyan, Afghanistan",701,,34.80916667,67.81750000
10622,BIN,Bamyan Airport,"Bamyan, Afghanistan",701,,34.80944444,67.81888889
10623,BIO,Bilbao Airport,"Bilbao, Spain",482,,43.30111111,-2.91055556
10623,BIO,Bilbao Airport,"Bilbao, Spain",482,,43.30166667,-2.91750000
10623,BIO,Bilbao Airport,"Bilbao, Spain",482,,43.30277778,-2.92166667
10624,BIP,Bulimba Airport,"Bulimba, Australia",802,,-16.88305556,143.48138889
10625,BIQ,Anglet,"Biarritz, France",427,,43.46833333,-1.52333333
10625,BIQ,Anglet,"Biarritz, France",427,,43.46833333,-1.52333333
10625,BIQ,Anglet,"Biarritz, France",427,,43.46861111,-1.52250000
10625,BIQ,Biarritz Bayonne Anglet,"Biarritz, France",427,,43.46833333,-1.52333333
10625,BIQ,Biarritz Pays Basque,"Biarritz, France",427,,43.46833333,-1.52333333
10625,BIQ,Biarritz Pays Basque,"Biarritz, France",427,,43.46833333,-1.52333333
10626,BIR,Biratnagar Airport,"Biratnagar, Nepal",755,,26.43472222,87.28333333
10626,BIR,Biratnagar Airport,"Biratnagar, Nepal",755,,26.48138889,87.26416667
10626,BIR,Biratnagar Airport,"Biratnagar, Nepal",755,,26.48138889,87.26416667
10626,BIR,Biratnagar Airport,"Biratnagar, Nepal",755,,26.48222222,87.26361111
10626,BIR,Biratnagar Airport,"Biratnagar, Nepal",755,,26.48222222,87.26361111
10627,BIS,Bismarck Municipal,"Bismarck/Mandan, ND",66,North Dakota,46.77277778,-100.74583333
10627,BIS,Bismarck Municipal,"Bismarck/Mandan, ND",66,North Dakota,46.77888889,-100.75250000
10628,BIV,Bria Airport,"Bria, Central African Republic",509,,6.52805556,21.98861111
10628,BIV,Bria Airport,"Bria, Central African Republic",509,,6.52833333,21.98888889
10629,BIX,Keesler AFB,"Biloxi, MS",53,Mississippi,30.41055556,-88.92444444
10629,BIX,Keesler AFB,"Biloxi, MS",53,Mississippi,30.41111111,-88.92361111
10630,BJC,Rocky Mountain Metro,"Broomfield, CO",82,Colorado,39.90888889,-105.11722222
10630,BJC,Rocky Mountain Metro,"Broomfield, CO",82,Colorado,39.90888889,-105.11722222
10630,BJC,Rocky Mountain Metropolitan,"Broomfield, CO",82,Colorado,39.90888889,-105.11722222
10630,BJC,Rocky Mountain Metropolitan,"Broomfield, CO",82,Colorado,39.90888889,-105.11722222
10631,BJI,Bemidji Municipal,"Bemidji, MN",63,Minnesota,47.50972222,-94.93472222
10631,BJI,Bemidji Regional,"Bemidji, MN",63,Minnesota,47.50944444,-94.93361111
10631,BJI,Bemidji Regional,"Bemidji, MN",63,Minnesota,47.51083333,-94.93472222
10631,BJI,Bemidji/Beltrami County,"Bemidji, MN",63,Minnesota,47.50944444,-94.93361111
10632,BJJ,Wayne County,"Wooster, OH",44,Ohio,40.87472222,-81.88833333
10632,BJJ,Wayne County,"Wooster, OH",44,Ohio,40.87472222,-81.88694444
10632,BJJ,Wayne County,"Wooster, OH",44,Ohio,40.87472222,-81.88666667
10633,BJL,Banjul International,"Banjul, The Gambia",527,,13.33722222,-16.65444444
10633,BJL,Banjul International,"Banjul, The Gambia",527,,13.33777778,-16.65222222
10634,BJM,Bujumbura International,"Bujumbura, Burundi",503,,-3.33166667,29.32083333
10634,BJM,Bujumbura International,"Bujumbura, Burundi",503,,-3.32388889,29.31861111
10635,BJR,Bahir Dar Airport,"Bahir Dar, Ethiopia",522,,11.59027778,37.38472222
10635,BJR,Bahir Dar Airport,"Bahir Dar, Ethiopia",522,,11.60833333,37.32166667
10635,BJR,Bahir Dar Airport,"Bahir Dar, Ethiopia",522,,11.60833333,37.32166667
10635,BJR,Bahir Dar Ginbot Haya International,"Bahir Dar, Ethiopia",522,,11.60611111,37.31944444
10635,BJR,Bahir Dar Ginbot Haya International,"Bahir Dar, Ethiopia",522,,11.60833333,37.32166667
10635,BJR,Bahir Dar Ginbot Haya International,"Bahir Dar, Ethiopia",522,,11.60833333,37.32166667
10636,BJU,Bajura Airport,"Bajura, Nepal",755,,29.50194444,81.66861111
10636,BJU,Bajura Airport,"Bajura, Nepal",755,,29.50194444,81.66861111
10636,BJU,Bajura Airport,"Bajura, Nepal",755,,29.50277778,81.66861111
10636,BJU,Bajura Airport,"Bajura, Nepal",755,,29.50305556,81.66833333
10636,BJU,Bajura Airport,"Bajura, Nepal",755,,29.50305556,81.66833333
10636,BJU,Bajura Airport,"Bajura, Nepal",755,,29.50361111,81.66833333
10637,BJV,Imsik,"Bodrum, Turkey",679,,37.14000000,27.66944444
10637,BJV,Imsik,"Bodrum, Turkey",679,,37.14055556,27.66861111
10638,BJX,Guanajuato International,"Leon/Guanajuato, Mexico",148,,20.99138889,-101.48000000
10638,BJX,Guanajuato International,"Leon/Guanajuato, Mexico",148,,20.99333333,-101.48083333
10638,BJX,Leon International,"Leon/Guanajuato, Mexico",148,,20.99333333,-101.48083333
10639,BJZ,Badajoz Airport,"Badajoz, Spain",482,,38.89138889,-6.82138889
10639,BJZ,Badajoz Airport,"Badajoz, Spain",482,,38.89138889,-6.82138889
10639,BJZ,Badajoz Airport,"Badajoz, Spain",482,,38.89138889,-6.82138889
10639,BJZ,Talavera La Real,"Badajoz, Spain",482,,38.89111111,-6.82138889
10639,BJZ,Talavera La Real,"Badajoz, Spain",482,,38.89111111,-6.82138889
10639,BJZ,Talavera La Real,"Badajoz, Spain",482,,38.89138889,-6.82138889
10640,BKC,Buckland Airport,"Buckland, AK",1,Alaska,65.97888889,-161.12666667
10640,BKC,Buckland Airport,"Buckland, AK",1,Alaska,65.98166667,-161.14916667
10641,BKE,Baker City Municipal,"Baker, OR",92,Oregon,44.83722222,-117.80916667
10641,BKE,Baker City Municipal,"Baker, OR",92,Oregon,44.83833333,-117.81000000
10642,BKF,Brooks Lake Airport,"Brooks Lake, AK",1,Alaska,58.60000000,-156.23333333
10643,BKG,Branson Airport,"Branson, MO",64,Missouri,36.53194444,-93.20055556
10644,BKH,Barking Sands PMRF,"Kekaha, Kauai, HI",2,Hawaii,22.02277778,-159.78500000
10644,BKH,Barking Sands Pacific Missile Range Facility,"Kekaha, Kauai, HI",2,Hawaii,22.02166667,-159.78666667
10645,BKI,Kota Kinabalu International,"Kota Kinabalu, Malaysia",749,,5.93388889,116.04972222
10645,BKI,Kota Kinabalu International,"Kota Kinabalu, Malaysia",749,,5.93388889,116.04972222
10645,BKI,Kota Kinabalu International,"Kota Kinabalu, Malaysia",749,,5.93722222,116.05111111
10645,BKI,Kota Kinabalu International,"Kota Kinabalu, Malaysia",749,,5.93722222,116.05111111
10645,BKI,Kota Kinabalu International,"Kota Kinabalu, Malaysia",749,,5.94083333,116.05000000
10646,BKK,Bangkok International,"Bangkok, Thailand",782,,13.91111111,100.60833333
10646,DMK,Don Mueang International,"Bangkok, Thailand",782,,13.91250000,100.60666667
10647,BKL,Burke Lakefront,"Cleveland, OH",44,Ohio,41.51750000,-81.68333333
10647,BKL,Burke Lakefront,"Cleveland, OH",44,Ohio,41.51750000,-81.68333333
10647,BKL,Burke Lakefront,"Cleveland, OH",44,Ohio,41.51777778,-81.68277778
10647,BKL,Burke Lakefront,"Cleveland, OH",44,Ohio,41.51777778,-81.68277778
10647,BKL,Lakefront,"Cleveland, OH",44,Ohio,41.51694444,-81.68333333
10648,BKM,Bakelalan Airport,"Bakelalan, Malaysia",749,,3.97361111,115.61722222
10648,BKM,Bakelalan Airport,"Bakelalan, Malaysia",749,,3.97361111,115.61722222
10648,BKM,Bakelalan Airport,"Bakelalan, Malaysia",749,,3.97444444,115.61666667
10648,BKM,Bakelalan Airport,"Bakelalan, Malaysia",749,,3.97444444,115.61666667
10648,BKM,Bakelalan Airport,"Bakelalan, Malaysia",749,,3.98500000,115.62000000
10650,BKO,Modibo Keita,"Bamako, Mali",543,,12.53777778,-7.94333333
10650,BKO,Modibo Keita,"Bamako, Mali",543,,12.53777778,-7.94333333
10650,BKO,President Modibo Keita,"Bamako, Mali",543,,12.53777778,-7.94333333
10650,BKO,Senou,"Bamako, Mali",543,,12.53361111,-7.95000000
10650,BKO,Senou,"Bamako, Mali",543,,12.53361111,-7.95000000
10650,BKO,Senou,"Bamako, Mali",543,,12.53472222,-7.94805556
10650,BKO,Senou,"Bamako, Mali",543,,12.53611111,-7.94611111
10650,BKO,Senou,"Bamako, Mali",543,,12.53777778,-7.94333333
10651,BKQ,Blackall Airport,"Blackall, Australia",802,,-24.43416667,145.42833333
10651,BKQ,Blackall Airport,"Blackall, Australia",802,,-24.43194444,145.42861111
10651,BKQ,Blackall Airport,"Blackall, Australia",802,,-24.42777778,145.42861111
10652,BKS,Fatmawati Soekarno,"Bengkulu, Indonesia",832,,-3.86388889,102.33916667
10652,BKS,Fatmawati Soekarno,"Bengkulu, Indonesia",832,,-3.86388889,102.33916667
10652,BKS,Fatmawati Soekarno,"Bengkulu, Indonesia",832,,-3.86388889,102.33916667
10652,BKS,Fatmawati Soekarno,"Bengkulu, Indonesia",832,,-3.86111111,102.33944444
10652,BKS,Fatmawati Soekarno,"Bengkulu, Indonesia",832,,-3.86111111,102.33944444
10652,BKS,Padangkemiling,"Bengkulu, Indonesia",832,,-3.86472222,102.33833333
10653,BKU,Betioky Airport,"Betioky, Madagascar",541,,-23.73361111,44.39083333
10653,BKU,Betioky Airport,"Betioky, Madagascar",541,,-23.73361111,44.39083333
10653,BKU,Betioky Airport,"Betioky, Madagascar",541,,-23.73305556,44.39027778
10653,BKU,Betioky Airport,"Betioky, Madagascar",541,,-23.73305556,44.39027778
10653,BKU,Betioky Airport,"Betioky, Madagascar",541,,-23.73222222,44.39111111
10653,BKU,Betioky Airport,"Betioky, Madagascar",541,,-23.73222222,44.39111111
10654,BKW,Raleigh County Memorial,"Beckley, WV",39,West Virginia,37.78194444,-81.12416667
10654,BKW,Raleigh County Memorial,"Beckley, WV",39,West Virginia,37.78722222,-81.12416667
10655,BKX,Brookings Regional,"Brookings, SD",67,South Dakota,44.30333333,-96.81111111
10655,BKX,Brookings Regional,"Brookings, SD",67,South Dakota,44.30444444,-96.81888889
10655,BKX,Brookings Regional,"Brookings, SD",67,South Dakota,44.30444444,-96.81888889
10655,BKX,Brookings Regional,"Brookings, SD",67,South Dakota,44.30472222,-96.81694444
10655,BKX,Brookings Regional,"Brookings, SD",67,South Dakota,44.30472222,-96.81694444
10656,BKY,Bukavu Kavumu,"Bukavu, Congo (Kinshasa)",517,,-2.30888889,28.80888889
10657,BKZ,Bukoba Airport,"Bukoba, Tanzania",585,,-1.33138889,31.82055556
10657,BKZ,Bukoba Airport,"Bukoba, Tanzania",585,,-1.33138889,31.82055556
10657,BKZ,Bukoba Airport,"Bukoba, Tanzania",585,,-1.33083333,31.82000000
10657,BKZ,Bukoba Airport,"Bukoba, Tanzania",585,,-1.33083333,31.82000000
10657,BKZ,Bukoba Airport,"Bukoba, Tanzania",585,,-1.30000000,31.80000000
10658,BLA,Campo Nuevo,"Barcelona, Venezuela",388,,10.10972222,-64.68750000
10658,BLA,General Jose Antonio Anzoategui International,"Barcelona, Venezuela",388,,10.10722222,-64.68916667
10658,BLA,General Jose Antonio Anzoategui International,"Barcelona, Venezuela",388,,10.10722222,-64.68916667
10658,BLA,General Jose Antonio Anzoategui International,"Barcelona, Venezuela",388,,10.11000000,-64.69055556
10658,BLA,General Jose Antonio Anzoategui International,"Barcelona, Venezuela",388,,10.11000000,-64.69055556
10659,BLB,Albrook AFB,"Balboa, Panama",160,,8.97083333,-79.55638889
10660,BLC,Bali Airport,"Bali, Cameroon",504,,5.89166667,10.02500000
10661,BLD,Boulder City Municipal,"Boulder City, NV",85,Nevada,35.94722222,-114.86111111
10661,BLD,Boulder City Municipal,"Boulder City, NV",85,Nevada,35.94722222,-114.86027778
10661,BLD,Boulder City Municipal,"Boulder City, NV",85,Nevada,35.94750000,-114.86138889
10661,BLD,Boulder City Municipal,"Boulder City, NV",85,Nevada,35.94750000,-114.86138889
10661,BLD,Boulder City Municipal,"Boulder City, NV",85,Nevada,35.94750000,-114.86111111
10661,BLD,Boulder City Municipal,"Boulder City, NV",85,Nevada,35.94750000,-114.86111111
10662,BLE,Borlange Airport,"Borlange, Sweden",484,,60.42194444,15.51527778
10662,BLE,Borlange Airport,"Borlange, Sweden",484,,60.42222222,15.51527778
10662,BLE,Borlange Airport,"Borlange, Sweden",484,,60.42333333,15.51805556
10663,BLF,Mercer County,"Princeton/Bluefield, WV",39,West Virginia,37.29583333,-81.20805556
10663,BLF,Mercer County,"Princeton/Bluefield, WV",39,West Virginia,37.29583333,-81.20777778
10663,BLF,Mercer County,"Princeton/Bluefield, WV",39,West Virginia,37.29583333,-81.20750000
10664,BLG,Belaga Airport,"Belaga, Malaysia",749,,2.63611111,113.76055556
10664,BLG,Belaga Airport,"Belaga, Malaysia",749,,2.64444444,113.76250000
10665,BLH,Blythe Airport,"Blythe, CA",91,California,33.61916667,-114.71694444
10665,BLH,Blythe Airport,"Blythe, CA",91,California,33.62083333,-114.71888889
10666,BLI,Bellingham International,"Bellingham, WA",93,Washington,48.79277778,-122.53750000
10666,BLI,Bellingham International,"Bellingham, WA",93,Washington,48.79444444,-122.53472222
10667,BLJ,Mostepha Ben Boulaid,"Batna, Algeria",500,,35.75194444,6.30944444
10668,BLK,Blackpool Airport,"Blackpool, United Kingdom",493,,53.77138889,-3.02833333
10668,BLK,Blackpool Airport,"Blackpool, United Kingdom",493,,53.77138889,-3.02833333
10668,BLK,Blackpool Airport,"Blackpool, United Kingdom",493,,53.77166667,-3.02861111
10668,BLK,Blackpool Airport,"Blackpool, United Kingdom",493,,53.77166667,-3.02861111
10668,BLK,Blackpool Airport,"Blackpool, United Kingdom",493,,53.77194444,-3.03833333
10668,BLK,Blackpool Airport,"Blackpool, United Kingdom",493,,53.77194444,-3.03611111
10669,BLL,Billund Airport,"Billund, Denmark",419,,55.74027778,9.15166667
10669,BLL,Billund Airport,"Billund, Denmark",419,,55.74027778,9.15277778
10669,BLL,Billund Airport,"Billund, Denmark",419,,55.74055556,9.15694444
10670,BLM,Monmouth Executive,"Belmar/Farmingdale, NJ",21,New Jersey,40.18666667,-74.12500000
10670,BLM,Monmouth Executive,"Belmar/Farmingdale, NJ",21,New Jersey,40.18666667,-74.12444444
10671,BLO,Blonduos Airport,"Blonduos, Iceland",439,,65.64500000,-20.28750000
10671,BLO,Blonduos/Hjaltabakki,"Blonduos, Iceland",439,,65.64555556,-20.28666667
10672,BLP,Bellavista 1,"Bellavista, Peru",368,,-7.06416667,-76.58638889
10672,BLP,Bellavista 1,"Bellavista, Peru",368,,-7.06416667,-76.58638889
10672,BLP,Bellavista 1,"Bellavista, Peru",368,,-7.06027778,-76.58222222
10672,BLP,Bellavista 1,"Bellavista, Peru",368,,-7.06027778,-76.58222222
10673,BLQ,Bologna Airport,"Bologna, Italy",450,,44.53555556,11.28861111
10673,BLQ,Bologna/Borgo Panigale,"Bologna, Italy",450,,44.53055556,11.29250000
10674,BLR,Bangalore Airport,"Bangalore, India",733,,12.94972222,77.66805556
10674,BLR,Bangalore International,"Bangalore, India",733,,13.20694444,77.70444444
10674,BLR,Bangalore International,"Bangalore, India",733,,13.20694444,77.70444444
10674,BLR,Bengaluru International,"Bangalore, India",733,,13.19888889,77.70555556
10674,BLR,Kempegowda International,"Bangalore, India",733,,13.19833333,77.70638889
10674,BLR,Kempegowda International,"Bangalore, India",733,,13.20694444,77.70444444
10674,BLR,Kempegowda International,"Bangalore, India",733,,13.20694444,77.70444444
10675,BLT,Blackwater Airport,"Blackwater, Australia",802,,-23.60472222,148.80583333
10675,BLT,Blackwater Airport,"Blackwater, Australia",802,,-23.60305556,148.80694444
10675,BLT,Blackwater Airport,"Blackwater, Australia",802,,-23.60000000,148.81666667
10676,BLV,Scott AFB,"Belleville, IL",41,Illinois,38.54277778,-89.85111111
10676,BLV,Scott AFB MidAmerica St Louis,"Belleville, IL",41,Illinois,38.54527778,-89.83527778
10676,BLV,Scott AFB/MidAmerica,"Belleville, IL",41,Illinois,38.54527778,-89.83527778
10677,BLZ,Chileka International,"Blantyre, Malawi",542,,-15.67888889,34.97388889
10677,BLZ,Chileka International,"Blantyre, Malawi",542,,-15.67472222,34.97083333
10678,BMA,Bromma,"Stockholm, Sweden",484,,59.35277778,17.94638889
10678,BMA,Bromma,"Stockholm, Sweden",484,,59.35444444,17.94138889
10678,BMA,Bromma,"Stockholm, Sweden",484,,59.35444444,17.94166667
10678,BMA,Bromma,"Stockholm, Sweden",484,,59.35444444,17.94166667
10679,BMB,Bumba Airport,"Bumba, Congo (Kinshasa)",517,,2.18333333,22.47944444
10679,BMB,Bumba Airport,"Bumba, Congo (Kinshasa)",517,,2.18333333,22.47972222
10679,BMB,Bumba Airport,"Bumba, Congo (Kinshasa)",517,,2.19000000,22.47333333
10680,BMC,Brigham City Airport,"Brigham City, UT",87,Utah,41.54916667,-112.06222222
10680,BMC,Brigham City Airport,"Brigham City, UT",87,Utah,41.55250000,-112.06222222
10680,BMC,Brigham City Airport,"Brigham City, UT",87,Utah,41.55250000,-112.06222222
10680,BMC,Brigham City Airport,"Brigham City, UT",87,Utah,41.55444444,-112.06222222
10680,BMC,Brigham City Airport,"Brigham City, UT",87,Utah,41.55444444,-112.06222222
10680,BMC,Brigham City Regional,"Brigham City, UT",87,Utah,41.55444444,-112.06222222
10681,BMD,Belo Airport,"Belo, Madagascar",541,,-19.68666667,44.54222222
10681,BMD,Belo Sur Tsiribihina,"Belo, Madagascar",541,,-19.68666667,44.54222222
10681,BMD,Belo Sur Tsiribihina,"Belo, Madagascar",541,,-19.68666667,44.54250000
10682,BME,Broome International,"Broome, Australia",802,,-17.95000000,122.23000000
10682,BME,Broome International,"Broome, Australia",802,,-17.94944444,122.22777778
10682,BME,Broome International,"Broome, Australia",802,,-17.94944444,122.22777778
10682,BME,Broome International,"Broome, Australia",802,,-17.94861111,122.22694444
10682,BME,Broome International,"Broome, Australia",802,,-17.94472222,122.23166667
10682,BME,Broome International,"Broome, Australia",802,,-17.94472222,122.23166667
10683,BMG,Monroe County,"Bloomington, IN",42,Indiana,39.14000000,-86.61472222
10683,BMG,Monroe County,"Bloomington, IN",42,Indiana,39.14000000,-86.61472222
10683,BMG,Monroe County,"Bloomington, IN",42,Indiana,39.14611111,-86.61666667
10684,BMH,Bomai Airport,"Bomai, Papua New Guinea",804,,-6.37611111,144.63527778
10684,BMH,Bomai Airport,"Bomai, Papua New Guinea",804,,-6.37611111,144.63527778
